article_id,article_version,bill_code_id,bill_code_version,last_updated,description
52992,30,012,7,2025-04-11 13:01:08.807000,Hospital Inpatient (Medicare Part B only)
52992,30,013,7,2025-04-11 13:01:08.810000,Hospital Outpatient
52993,54,999,7,2024-10-18 13:42:54.573000,Not Applicable
52996,31,085,7,2025-09-26 13:52:26.700000,Critical Access Hospital
52996,31,083,7,2025-09-26 13:52:26.700000,Ambulatory Surgery Center
52996,31,077,7,2025-09-26 13:52:26.697000,Clinic - Federally Qualified Health Center (FQHC)
52996,31,075,7,2025-09-26 13:52:26.693000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
52996,31,073,7,2025-09-26 13:52:26.693000,Clinic - Freestanding
52996,31,013,7,2025-09-26 13:52:26.677000,Hospital Outpatient
52996,31,012,7,2025-09-26 13:52:26.673000,Hospital Inpatient (Medicare Part B only)
52996,31,011,7,2025-09-26 13:52:26.670000,Hospital Inpatient (Including Medicare Part A)
52996,31,071,7,2025-09-26 13:52:26.690000,Clinic - Rural Health
52996,31,028,7,2025-09-26 13:52:26.690000,Skilled Nursing - Swing Beds
52996,31,023,7,2025-09-26 13:52:26.687000,Skilled Nursing - Outpatient
52996,31,022,7,2025-09-26 13:52:26.683000,Skilled Nursing - Inpatient (Medicare Part B only)
52996,31,018,7,2025-09-26 13:52:26.680000,Hospital - Swing Beds
52996,31,021,7,2025-09-26 13:52:26.680000,Skilled Nursing - Inpatient (Including Medicare Part A)
52996,31,014,7,2025-09-26 13:52:26.677000,Hospital - Laboratory Services Provided to Non-patients
52998,50,999,7,2026-01-23 14:04:06.270000,Not Applicable
53001,45,018,7,2026-01-23 14:04:57.117000,Hospital - Swing Beds
53001,45,022,7,2026-01-23 14:04:57.120000,Skilled Nursing - Inpatient (Medicare Part B only)
53001,45,023,7,2026-01-23 14:04:57.120000,Skilled Nursing - Outpatient
53001,45,071,7,2026-01-23 14:04:57.123000,Clinic - Rural Health
53001,45,012,7,2026-01-23 14:04:57.110000,Hospital Inpatient (Medicare Part B only)
53001,45,013,7,2026-01-23 14:04:57.113000,Hospital Outpatient
53001,45,073,7,2026-01-23 14:04:57.123000,Clinic - Freestanding
53001,45,074,7,2026-01-23 14:04:57.127000,Clinic - Outpatient Rehabilitation Facility (ORF)
53001,45,075,7,2026-01-23 14:04:57.130000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
53001,45,077,7,2026-01-23 14:04:57.130000,Clinic - Federally Qualified Health Center (FQHC)
53001,45,083,7,2026-01-23 14:04:57.133000,Ambulatory Surgery Center
53001,45,085,7,2026-01-23 14:04:57.133000,Critical Access Hospital
53019,15,085,7,2026-07-14 22:43:05.163000,Critical Access Hospital
53019,15,013,7,2026-07-14 22:43:05.163000,Hospital Outpatient
53019,15,012,7,2026-07-14 22:43:05.163000,Hospital Inpatient (Medicare Part B only)
53019,15,021,7,2026-07-14 22:43:05.163000,Skilled Nursing - Inpatient (Including Medicare Part A)
53026,65,011,7,2025-12-22 16:12:02.157000,Hospital Inpatient (Including Medicare Part A)
53052,48,032,7,2025-08-19 18:16:46.133000,Home Health Services under a plan of treatment
53056,15,082,7,2024-11-27 17:20:58.887000,Hospice (hospital based)
53056,15,081,7,2024-11-27 17:20:58.883000,Hospice (non-Hospital based)
53057,67,032,7,2026-02-04 14:14:58.860000,Home Health Services under a plan of treatment
53060,48,0,7,2025-08-14 12:47:17.160000,TBD
53064,87,012,7,2026-02-04 14:07:04.750000,Hospital Inpatient (Medicare Part B only)
53064,87,013,7,2026-02-04 14:07:04.750000,Hospital Outpatient
53064,87,034,7,2026-02-04 14:07:04.760000,Home Health Services not under a plan of treatment
53064,87,071,7,2026-02-04 14:07:04.763000,Clinic - Rural Health
53064,87,023,7,2026-02-04 14:07:04.760000,Skilled Nursing - Outpatient
53064,87,022,7,2026-02-04 14:07:04.757000,Skilled Nursing - Inpatient (Medicare Part B only)
53064,87,018,7,2026-02-04 14:07:04.753000,Hospital - Swing Beds
53064,87,021,7,2026-02-04 14:07:04.753000,Skilled Nursing - Inpatient (Including Medicare Part A)
53064,87,077,7,2026-02-04 14:07:04.770000,Clinic - Federally Qualified Health Center (FQHC)
53064,87,074,7,2026-02-04 14:07:04.767000,Clinic - Outpatient Rehabilitation Facility (ORF)
53064,87,075,7,2026-02-04 14:07:04.767000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
53064,87,085,7,2026-02-04 14:07:04.770000,Critical Access Hospital
53065,76,085,7,2026-02-04 14:09:20.793000,Critical Access Hospital
53065,76,074,7,2026-02-04 14:09:20.787000,Clinic - Outpatient Rehabilitation Facility (ORF)
53065,76,077,7,2026-02-04 14:09:20.790000,Clinic - Federally Qualified Health Center (FQHC)
53065,76,075,7,2026-02-04 14:09:20.790000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
53065,76,018,7,2026-02-04 14:09:20.773000,Hospital - Swing Beds
53065,76,021,7,2026-02-04 14:09:20.777000,Skilled Nursing - Inpatient (Including Medicare Part A)
53065,76,022,7,2026-02-04 14:09:20.780000,Skilled Nursing - Inpatient (Medicare Part B only)
53065,76,023,7,2026-02-04 14:09:20.780000,Skilled Nursing - Outpatient
53065,76,071,7,2026-02-04 14:09:20.783000,Clinic - Rural Health
53065,76,034,7,2026-02-04 14:09:20.783000,Home Health Services not under a plan of treatment
53065,76,013,7,2026-02-04 14:09:20.770000,Hospital Outpatient
53065,76,012,7,2026-02-04 14:09:20.770000,Hospital Inpatient (Medicare Part B only)
53106,16,013,6,2017-12-14 21:28:42.490000,Hospital Outpatient
53127,193,999,7,2026-07-10 13:46:04.827000,Not Applicable
53134,84,085,7,2023-11-22 12:43:03.520000,Critical Access Hospital
53134,84,083,7,2023-11-22 12:43:03.520000,Ambulatory Surgery Center
53134,84,013,7,2023-11-22 12:43:03.513000,Hospital Outpatient
53134,84,012,7,2023-11-22 12:43:03.513000,Hospital Inpatient (Medicare Part B only)
53134,84,018,7,2023-11-22 12:43:03.517000,Hospital - Swing Beds
53359,40,071,7,2026-06-17 15:00:08.670000,Clinic - Rural Health
53359,40,011,7,2026-06-17 15:00:08.667000,Hospital Inpatient (Including Medicare Part A)
53359,40,013,7,2026-06-17 15:00:08.667000,Hospital Outpatient
53359,40,073,7,2026-06-17 15:00:08.670000,Clinic - Freestanding
53359,40,085,7,2026-06-17 15:00:08.673000,Critical Access Hospital
53558,29,014,7,2022-01-18 12:58:03.883000,Hospital - Laboratory Services Provided to Non-patients
53883,26,999,7,2024-03-01 14:33:37.020000,Not Applicable
54061,23,999,7,2025-12-22 15:12:01.493000,Not Applicable
54095,68,999,7,2025-09-26 17:04:49.407000,Not Applicable
54111,50,085,7,2025-09-26 17:14:51.313000,Critical Access Hospital
54111,50,083,7,2025-09-26 17:14:51.310000,Ambulatory Surgery Center
54111,50,074,7,2025-09-26 17:14:51.307000,Clinic - Outpatient Rehabilitation Facility (ORF)
54111,50,075,7,2025-09-26 17:14:51.310000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
54111,50,018,7,2025-09-26 17:14:51.297000,Hospital - Swing Beds
54111,50,021,7,2025-09-26 17:14:51.300000,Skilled Nursing - Inpatient (Including Medicare Part A)
54111,50,023,7,2025-09-26 17:14:51.303000,Skilled Nursing - Outpatient
54111,50,022,7,2025-09-26 17:14:51.300000,Skilled Nursing - Inpatient (Medicare Part B only)
54111,50,013,7,2025-09-26 17:14:51.297000,Hospital Outpatient
54111,50,012,7,2025-09-26 17:14:51.293000,Hospital Inpatient (Medicare Part B only)
54117,88,999,7,2026-01-23 13:39:50.897000,Not Applicable
54196,20,013,7,2023-11-15 12:12:26.457000,Hospital Outpatient
54295,27,014,7,2023-11-10 16:31:04.910000,Hospital - Laboratory Services Provided to Non-patients
54484,13,013,7,2026-02-09 16:51:07.437000,Hospital Outpatient
54602,25,013,7,2026-07-14 22:43:03.117000,Hospital Outpatient
54602,25,012,7,2026-07-14 22:43:03.117000,Hospital Inpatient (Medicare Part B only)
54602,25,011,7,2026-07-14 22:43:03.117000,Hospital Inpatient (Including Medicare Part A)
54635,31,999,7,2025-09-16 14:35:04.697000,Not Applicable
54682,34,0,7,2024-01-25 15:14:26.187000,TBD
54830,9,023,7,2024-04-05 20:59:32.493000,Skilled Nursing - Outpatient
54831,28,013,7,2023-08-24 15:36:23.490000,Hospital Outpatient
54831,28,085,7,2023-08-24 15:36:23.493000,Critical Access Hospital
54832,14,023,7,2024-03-28 13:08:54.840000,Skilled Nursing - Outpatient
54909,25,013,7,2026-07-14 22:43:03.500000,Hospital Outpatient
54909,25,085,7,2026-07-14 22:43:03.500000,Critical Access Hospital
54926,25,085,7,2025-05-09 14:50:07.557000,Critical Access Hospital
54926,25,013,7,2025-05-09 14:50:07.557000,Hospital Outpatient
54929,40,013,7,2025-10-27 12:06:23.630000,Hospital Outpatient
54929,40,085,7,2025-10-27 12:06:23.630000,Critical Access Hospital
54954,28,999,7,2023-01-20 14:21:01.790000,Not Applicable
54961,21,085,7,2026-04-02 15:20:28.387000,Critical Access Hospital
54961,21,013,7,2026-04-02 15:20:28.373000,Hospital Outpatient
54969,52,013,7,2025-10-14 13:00:49.647000,Hospital Outpatient
54969,52,012,7,2025-10-14 13:00:49.647000,Hospital Inpatient (Medicare Part B only)
54969,52,022,7,2025-10-14 13:00:49.647000,Skilled Nursing - Inpatient (Medicare Part B only)
54969,52,023,7,2025-10-14 13:00:49.647000,Skilled Nursing - Outpatient
54969,52,071,7,2025-10-14 13:00:49.647000,Clinic - Rural Health
54969,52,021,7,2025-10-14 13:00:49.647000,Skilled Nursing - Inpatient (Including Medicare Part A)
54969,52,085,7,2025-10-14 13:00:49.647000,Critical Access Hospital
54982,28,085,7,2025-05-09 14:48:53.117000,Critical Access Hospital
54982,28,013,7,2025-05-09 14:48:53.113000,Hospital Outpatient
55028,45,999,7,2025-10-27 12:06:22.180000,Not Applicable
55056,14,999,7,2025-10-27 12:06:23.683000,Not Applicable
55058,7,0,7,2025-09-23 11:39:34.220000,TBD
55200,37,014,7,2025-12-23 17:38:53.573000,Hospital - Laboratory Services Provided to Non-patients
55229,46,999,7,2026-01-23 14:05:43.793000,Not Applicable
55231,17,013,7,2026-01-22 14:47:58.707000,Hospital Outpatient
55326,40,999,7,2025-10-27 12:06:24.960000,Not Applicable
55354,35,072,7,2023-06-05 13:31:53.090000,Clinic - Hospital Based or Independent Renal Dialysis Center
55530,35,999,7,2025-10-14 13:00:49.827000,Not Applicable
55584,19,999,7,2025-09-16 14:35:04.433000,Not Applicable
55597,24,014,7,2026-02-09 16:51:07.510000,Hospital - Laboratory Services Provided to Non-patients
55672,26,072,7,2026-07-14 22:42:59.747000,Clinic - Hospital Based or Independent Renal Dialysis Center
55675,25,072,7,2025-10-06 18:48:48.633000,Clinic - Hospital Based or Independent Renal Dialysis Center
55703,27,072,7,2026-06-18 15:02:38.020000,Clinic - Hospital Based or Independent Renal Dialysis Center
55723,44,072,7,2023-01-20 12:02:27.707000,Clinic - Hospital Based or Independent Renal Dialysis Center
55818,26,073,7,2026-01-23 14:13:18.637000,Clinic - Freestanding
55818,26,074,7,2026-01-23 14:13:18.643000,Clinic - Outpatient Rehabilitation Facility (ORF)
55818,26,075,7,2026-01-23 14:13:18.653000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
55818,26,077,7,2026-01-23 14:13:18.660000,Clinic - Federally Qualified Health Center (FQHC)
55818,26,085,7,2026-01-23 14:13:18.677000,Critical Access Hospital
55818,26,083,7,2026-01-23 14:13:18.670000,Ambulatory Surgery Center
55818,26,018,7,2026-01-23 14:13:18.603000,Hospital - Swing Beds
55818,26,071,7,2026-01-23 14:13:18.627000,Clinic - Rural Health
55818,26,023,7,2026-01-23 14:13:18.620000,Skilled Nursing - Outpatient
55818,26,022,7,2026-01-23 14:13:18.610000,Skilled Nursing - Inpatient (Medicare Part B only)
55818,26,013,7,2026-01-23 14:13:18.593000,Hospital Outpatient
55818,26,012,7,2026-01-23 14:13:18.587000,Hospital Inpatient (Medicare Part B only)
55913,9,012,7,2024-12-17 15:26:40.610000,Hospital Inpatient (Medicare Part B only)
55913,9,013,7,2024-12-17 15:26:40.613000,Hospital Outpatient
55937,46,999,7,2026-04-02 15:10:22.690000,Not Applicable
56034,42,999,7,2026-03-04 15:55:05.220000,Not Applicable
56159,23,072,7,2026-02-27 19:04:09.913000,Clinic - Hospital Based or Independent Renal Dialysis Center
56287,18,999,7,2024-05-31 13:37:46.903000,Not Applicable
56384,7,085,6,2019-10-08 18:32:34.923000,Critical Access Hospital
56384,7,013,6,2019-10-08 18:32:34.913000,Hospital Outpatient
56394,32,013,7,2026-07-16 17:21:38.213000,Hospital Outpatient
56394,32,071,7,2026-07-16 17:21:38.217000,Clinic - Rural Health
56394,32,014,7,2026-07-16 17:21:38.213000,Hospital - Laboratory Services Provided to Non-patients
56394,32,085,7,2026-07-16 17:21:38.217000,Critical Access Hospital
56414,41,999,7,2025-09-26 13:53:43.243000,Not Applicable
56416,42,085,7,2025-09-26 13:54:31.340000,Critical Access Hospital
56416,42,083,7,2025-09-26 13:54:31.337000,Ambulatory Surgery Center
56416,42,072,7,2025-09-26 13:54:31.330000,Clinic - Hospital Based or Independent Renal Dialysis Center
56416,42,077,7,2025-09-26 13:54:31.333000,Clinic - Federally Qualified Health Center (FQHC)
56416,42,075,7,2025-09-26 13:54:31.333000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
56416,42,014,7,2025-09-26 13:54:31.320000,Hospital - Laboratory Services Provided to Non-patients
56416,42,018,7,2025-09-26 13:54:31.320000,Hospital - Swing Beds
56416,42,021,7,2025-09-26 13:54:31.323000,Skilled Nursing - Inpatient (Including Medicare Part A)
56416,42,023,7,2025-09-26 13:54:31.330000,Skilled Nursing - Outpatient
56416,42,022,7,2025-09-26 13:54:31.327000,Skilled Nursing - Inpatient (Medicare Part B only)
56416,42,013,7,2025-09-26 13:54:31.317000,Hospital Outpatient
56416,42,012,7,2025-09-26 13:54:31.313000,Hospital Inpatient (Medicare Part B only)
56420,16,012,7,2023-01-20 12:04:01.570000,Hospital Inpatient (Medicare Part B only)
56420,16,013,7,2023-01-20 12:04:01.570000,Hospital Outpatient
56420,16,022,7,2023-01-20 12:04:01.577000,Skilled Nursing - Inpatient (Medicare Part B only)
56420,16,023,7,2023-01-20 12:04:01.577000,Skilled Nursing - Outpatient
56420,16,071,7,2023-01-20 12:04:01.580000,Clinic - Rural Health
56420,16,021,7,2023-01-20 12:04:01.573000,Skilled Nursing - Inpatient (Including Medicare Part A)
56420,16,018,7,2023-01-20 12:04:01.573000,Hospital - Swing Beds
56420,16,014,7,2023-01-20 12:04:01.570000,Hospital - Laboratory Services Provided to Non-patients
56420,16,072,7,2023-01-20 12:04:01.580000,Clinic - Hospital Based or Independent Renal Dialysis Center
56420,16,085,7,2023-01-20 12:04:01.583000,Critical Access Hospital
56422,50,011,7,2026-01-23 14:06:34.313000,Hospital Inpatient (Including Medicare Part A)
56423,59,999,7,2026-01-23 14:07:21.167000,Not Applicable
56425,16,012,7,2025-11-26 22:39:00.543000,Hospital Inpatient (Medicare Part B only)
56425,16,013,7,2025-11-26 22:39:00.547000,Hospital Outpatient
56425,16,014,7,2025-11-26 22:39:00.547000,Hospital - Laboratory Services Provided to Non-patients
56425,16,021,7,2025-11-26 22:39:00.550000,Skilled Nursing - Inpatient (Including Medicare Part A)
56425,16,071,7,2025-11-26 22:39:00.557000,Clinic - Rural Health
56425,16,023,7,2025-11-26 22:39:00.553000,Skilled Nursing - Outpatient
56425,16,022,7,2025-11-26 22:39:00.550000,Skilled Nursing - Inpatient (Medicare Part B only)
56425,16,085,7,2025-11-26 22:39:00.567000,Critical Access Hospital
56425,16,072,7,2025-11-26 22:39:00.560000,Clinic - Hospital Based or Independent Renal Dialysis Center
56425,16,073,7,2025-11-26 22:39:00.560000,Clinic - Freestanding
56425,16,077,7,2025-11-26 22:39:00.563000,Clinic - Federally Qualified Health Center (FQHC)
56439,18,085,7,2025-10-31 20:58:08.480000,Critical Access Hospital
56439,18,013,7,2025-10-31 20:58:08.480000,Hospital Outpatient
56448,22,013,7,2025-11-26 22:37:20.203000,Hospital Outpatient
56448,22,012,7,2025-11-26 22:37:20.200000,Hospital Inpatient (Medicare Part B only)
56448,22,022,7,2025-11-26 22:37:20.207000,Skilled Nursing - Inpatient (Medicare Part B only)
56448,22,023,7,2025-11-26 22:37:20.210000,Skilled Nursing - Outpatient
56448,22,071,7,2025-11-26 22:37:20.210000,Clinic - Rural Health
56448,22,085,7,2025-11-26 22:37:20.217000,Critical Access Hospital
56448,22,077,7,2025-11-26 22:37:20.213000,Clinic - Federally Qualified Health Center (FQHC)
56448,22,073,7,2025-11-26 22:37:20.213000,Clinic - Freestanding
56451,26,0,7,2025-09-30 23:46:16.860000,TBD
56453,12,011,7,2025-09-18 20:06:22.953000,Hospital Inpatient (Including Medicare Part A)
56453,12,012,7,2025-09-18 20:06:22.953000,Hospital Inpatient (Medicare Part B only)
56453,12,013,7,2025-09-18 20:06:22.957000,Hospital Outpatient
56453,12,083,7,2025-09-18 20:06:22.960000,Ambulatory Surgery Center
56453,12,085,7,2025-09-18 20:06:22.967000,Critical Access Hospital
56454,12,085,7,2026-02-23 17:34:52.690000,Critical Access Hospital
56454,12,077,7,2026-02-23 17:34:52.687000,Clinic - Federally Qualified Health Center (FQHC)
56454,12,073,7,2026-02-23 17:34:52.683000,Clinic - Freestanding
56454,12,071,7,2026-02-23 17:34:52.683000,Clinic - Rural Health
56454,12,013,7,2026-02-23 17:34:52.680000,Hospital Outpatient
56455,12,013,7,2026-02-20 22:00:55.053000,Hospital Outpatient
56455,12,012,7,2026-02-20 22:00:55.043000,Hospital Inpatient (Medicare Part B only)
56455,12,011,7,2026-02-20 22:00:55.037000,Hospital Inpatient (Including Medicare Part A)
56455,12,071,7,2026-02-20 22:00:55.087000,Clinic - Rural Health
56455,12,023,7,2026-02-20 22:00:55.077000,Skilled Nursing - Outpatient
56455,12,022,7,2026-02-20 22:00:55.070000,Skilled Nursing - Inpatient (Medicare Part B only)
56455,12,021,7,2026-02-20 22:00:55.060000,Skilled Nursing - Inpatient (Including Medicare Part A)
56455,12,073,7,2026-02-20 22:00:55.093000,Clinic - Freestanding
56455,12,077,7,2026-02-20 22:00:55.103000,Clinic - Federally Qualified Health Center (FQHC)
56455,12,085,7,2026-02-20 22:00:55.110000,Critical Access Hospital
56456,32,085,7,2026-02-20 19:56:10.510000,Critical Access Hospital
56456,32,012,7,2026-02-20 19:56:10.503000,Hospital Inpatient (Medicare Part B only)
56456,32,013,7,2026-02-20 19:56:10.507000,Hospital Outpatient
56457,15,013,7,2026-02-20 19:22:54.400000,Hospital Outpatient
56457,15,012,7,2026-02-20 19:22:54.397000,Hospital Inpatient (Medicare Part B only)
56457,15,021,7,2026-02-20 19:22:54.403000,Skilled Nursing - Inpatient (Including Medicare Part A)
56457,15,018,7,2026-02-20 19:22:54.403000,Hospital - Swing Beds
56457,15,022,7,2026-02-20 19:22:54.407000,Skilled Nursing - Inpatient (Medicare Part B only)
56457,15,023,7,2026-02-20 19:22:54.410000,Skilled Nursing - Outpatient
56457,15,071,7,2026-02-20 19:22:54.410000,Clinic - Rural Health
56457,15,085,7,2026-02-20 19:22:54.417000,Critical Access Hospital
56457,15,077,7,2026-02-20 19:22:54.413000,Clinic - Federally Qualified Health Center (FQHC)
56457,15,073,7,2026-02-20 19:22:54.413000,Clinic - Freestanding
56459,30,073,7,2026-04-10 11:43:25.677000,Clinic - Freestanding
56459,30,077,7,2026-04-10 11:43:25.680000,Clinic - Federally Qualified Health Center (FQHC)
56459,30,085,7,2026-04-10 11:43:25.680000,Critical Access Hospital
56459,30,071,7,2026-04-10 11:43:25.673000,Clinic - Rural Health
56459,30,023,7,2026-04-10 11:43:25.670000,Skilled Nursing - Outpatient
56459,30,022,7,2026-04-10 11:43:25.670000,Skilled Nursing - Inpatient (Medicare Part B only)
56459,30,021,7,2026-04-10 11:43:25.667000,Skilled Nursing - Inpatient (Including Medicare Part A)
56459,30,012,7,2026-04-10 11:43:25.663000,Hospital Inpatient (Medicare Part B only)
56459,30,011,7,2026-04-10 11:43:25.660000,Hospital Inpatient (Including Medicare Part A)
56459,30,013,7,2026-04-10 11:43:25.663000,Hospital Outpatient
56460,14,013,7,2026-02-20 19:46:00.957000,Hospital Outpatient
56460,14,011,7,2026-02-20 19:46:00.953000,Hospital Inpatient (Including Medicare Part A)
56460,14,012,7,2026-02-20 19:46:00.953000,Hospital Inpatient (Medicare Part B only)
56460,14,021,7,2026-02-20 19:46:00.960000,Skilled Nursing - Inpatient (Including Medicare Part A)
56460,14,018,7,2026-02-20 19:46:00.960000,Hospital - Swing Beds
56460,14,022,7,2026-02-20 19:46:00.963000,Skilled Nursing - Inpatient (Medicare Part B only)
56460,14,023,7,2026-02-20 19:46:00.967000,Skilled Nursing - Outpatient
56460,14,028,7,2026-02-20 19:46:00.970000,Skilled Nursing - Swing Beds
56460,14,085,7,2026-02-20 19:46:00.973000,Critical Access Hospital
56460,14,072,7,2026-02-20 19:46:00.970000,Clinic - Hospital Based or Independent Renal Dialysis Center
56461,26,072,7,2026-02-27 14:26:45.517000,Clinic - Hospital Based or Independent Renal Dialysis Center
56461,26,073,7,2026-02-27 14:26:45.520000,Clinic - Freestanding
56461,26,071,7,2026-02-27 14:26:45.517000,Clinic - Rural Health
56461,26,077,7,2026-02-27 14:26:45.520000,Clinic - Federally Qualified Health Center (FQHC)
56461,26,085,7,2026-02-27 14:26:45.523000,Critical Access Hospital
56461,26,023,7,2026-02-27 14:26:45.513000,Skilled Nursing - Outpatient
56461,26,022,7,2026-02-27 14:26:45.510000,Skilled Nursing - Inpatient (Medicare Part B only)
56461,26,021,7,2026-02-27 14:26:45.510000,Skilled Nursing - Inpatient (Including Medicare Part A)
56461,26,012,7,2026-02-27 14:26:45.503000,Hospital Inpatient (Medicare Part B only)
56461,26,011,7,2026-02-27 14:26:45.500000,Hospital Inpatient (Including Medicare Part A)
56461,26,013,7,2026-02-27 14:26:45.507000,Hospital Outpatient
56462,32,013,7,2026-02-27 16:11:05.380000,Hospital Outpatient
56462,32,011,7,2026-02-27 16:11:05.377000,Hospital Inpatient (Including Medicare Part A)
56462,32,012,7,2026-02-27 16:11:05.380000,Hospital Inpatient (Medicare Part B only)
56462,32,022,7,2026-02-27 16:11:05.383000,Skilled Nursing - Inpatient (Medicare Part B only)
56462,32,023,7,2026-02-27 16:11:05.387000,Skilled Nursing - Outpatient
56462,32,085,7,2026-02-27 16:11:05.393000,Critical Access Hospital
56462,32,077,7,2026-02-27 16:11:05.393000,Clinic - Federally Qualified Health Center (FQHC)
56462,32,071,7,2026-02-27 16:11:05.387000,Clinic - Rural Health
56462,32,073,7,2026-02-27 16:11:05.390000,Clinic - Freestanding
56462,32,072,7,2026-02-27 16:11:05.390000,Clinic - Hospital Based or Independent Renal Dialysis Center
56464,35,073,7,2026-02-27 18:26:52.680000,Clinic - Freestanding
56464,35,071,7,2026-02-27 18:26:52.680000,Clinic - Rural Health
56464,35,077,7,2026-02-27 18:26:52.683000,Clinic - Federally Qualified Health Center (FQHC)
56464,35,085,7,2026-02-27 18:26:52.683000,Critical Access Hospital
56464,35,023,7,2026-02-27 18:26:52.677000,Skilled Nursing - Outpatient
56464,35,022,7,2026-02-27 18:26:52.673000,Skilled Nursing - Inpatient (Medicare Part B only)
56464,35,021,7,2026-02-27 18:26:52.673000,Skilled Nursing - Inpatient (Including Medicare Part A)
56464,35,018,7,2026-02-27 18:26:52.670000,Hospital - Swing Beds
56464,35,014,7,2026-02-27 18:26:52.670000,Hospital - Laboratory Services Provided to Non-patients
56464,35,012,7,2026-02-27 18:26:52.663000,Hospital Inpatient (Medicare Part B only)
56464,35,013,7,2026-02-27 18:26:52.667000,Hospital Outpatient
56467,14,013,7,2026-03-25 20:03:04.447000,Hospital Outpatient
56467,14,012,7,2026-03-25 20:03:04.443000,Hospital Inpatient (Medicare Part B only)
56467,14,011,7,2026-03-25 20:03:04.440000,Hospital Inpatient (Including Medicare Part A)
56467,14,085,7,2026-03-25 20:03:04.453000,Critical Access Hospital
56467,14,077,7,2026-03-25 20:03:04.450000,Clinic - Federally Qualified Health Center (FQHC)
56467,14,071,7,2026-03-25 20:03:04.447000,Clinic - Rural Health
56467,14,073,7,2026-03-25 20:03:04.450000,Clinic - Freestanding
56491,25,083,7,2025-03-18 16:49:18.530000,Ambulatory Surgery Center
56491,25,085,7,2025-03-18 16:49:18.533000,Critical Access Hospital
56491,25,013,7,2025-03-18 16:49:18.530000,Hospital Outpatient
56493,13,013,7,2025-10-31 20:50:57.570000,Hospital Outpatient
56493,13,011,7,2025-10-31 20:50:57.563000,Hospital Inpatient (Including Medicare Part A)
56493,13,012,7,2025-10-31 20:50:57.567000,Hospital Inpatient (Medicare Part B only)
56493,13,018,7,2025-10-31 20:50:57.570000,Hospital - Swing Beds
56493,13,085,7,2025-10-31 20:50:57.573000,Critical Access Hospital
56494,17,085,7,2026-02-20 21:50:05.327000,Critical Access Hospital
56494,17,021,7,2026-02-20 21:50:05.327000,Skilled Nursing - Inpatient (Including Medicare Part A)
56494,17,012,7,2026-02-20 21:50:05.320000,Hospital Inpatient (Medicare Part B only)
56494,17,011,7,2026-02-20 21:50:05.320000,Hospital Inpatient (Including Medicare Part A)
56494,17,013,7,2026-02-20 21:50:05.323000,Hospital Outpatient
56505,41,013,7,2026-02-20 14:54:44.880000,Hospital Outpatient
56505,41,012,7,2026-02-20 14:54:44.880000,Hospital Inpatient (Medicare Part B only)
56505,41,021,7,2026-02-20 14:54:44.887000,Skilled Nursing - Inpatient (Including Medicare Part A)
56505,41,022,7,2026-02-20 14:54:44.890000,Skilled Nursing - Inpatient (Medicare Part B only)
56505,41,018,7,2026-02-20 14:54:44.883000,Hospital - Swing Beds
56505,41,023,7,2026-02-20 14:54:44.890000,Skilled Nursing - Outpatient
56505,41,085,7,2026-02-20 14:54:44.900000,Critical Access Hospital
56505,41,083,7,2026-02-20 14:54:44.900000,Ambulatory Surgery Center
56505,41,077,7,2026-02-20 14:54:44.897000,Clinic - Federally Qualified Health Center (FQHC)
56505,41,073,7,2026-02-20 14:54:44.893000,Clinic - Freestanding
56505,41,071,7,2026-02-20 14:54:44.893000,Clinic - Rural Health
56514,25,999,7,2025-10-14 13:00:42.563000,Not Applicable
56538,27,999,7,2025-09-26 13:55:13.870000,Not Applicable
56541,40,071,7,2024-01-19 13:04:00.863000,Clinic - Rural Health
56541,40,072,7,2024-01-19 13:04:00.867000,Clinic - Hospital Based or Independent Renal Dialysis Center
56541,40,073,7,2024-01-19 13:04:00.867000,Clinic - Freestanding
56541,40,077,7,2024-01-19 13:04:00.870000,Clinic - Federally Qualified Health Center (FQHC)
56541,40,083,7,2024-01-19 13:04:00.873000,Ambulatory Surgery Center
56541,40,075,7,2024-01-19 13:04:00.870000,Clinic - Comprehensive Outpatient Rehabilitation Facility (CORF)
56541,40,085,7,2024-01-19 13:04:00.873000,Critical Access Hospital
56541,40,023,7,2024-01-19 13:04:00.860000,Skilled Nursing - Outpatient
56541,40,018,7,2024-01-19 13:04:00.857000,Hospital - Swing Beds
56541,40,014,7,2024-01-19 13:04:00.857000,Hospital - Laboratory Services Provided to Non-patients
56541,40,022,7,2024-01-19 13:04:00.860000,Skilled Nursing - Inpatient (Medicare Part B only)
56541,40,021,7,2024-01-19 13:04:00.860000,Skilled Nursing - Inpatient (Including Medicare Part A)
56541,40,012,7,2024-01-19 13:04:00.853000,Hospital Inpatient (Medicare Part B only)
56541,40,013,7,2024-01-19 13:04:00.853000,Hospital Outpatient
56542,18,999,7,2025-09-26 17:08:20.307000,Not Applicable
